GEOID,Total Population,18-21 years,22-29 years,30-39 years,40-49 years,65 years and over,Hispanic,Black non-Hispanic,Other non-Hispanic,White non-hispanic,Male,Female,Education Total,Less than high school,High school,College,tract_x,tract_y,latitude,longitude,google_loc,Age50_64
48201432200,4043,184,707,783,519,418,1401,688,77,1570,2059,1984,3249,683,689,1877,432200,4322,29.7329622,-95.5301033,"29.7329622, -95.5301033 (4322)",733
48201432300,6521,423,1533,1455,776,179,2412,2413,174,1001,3223,3298,3810,395,561,2854,432300,4323,29.7325629,-95.5484351,"29.7325629, -95.5484351 (4323)",721
48201432400,5548,294,1215,1163,756,214,2124,1921,151,940,2765,2783,3347,341,1129,1877,432400,4324,29.7235766,-95.548561,"29.7235766, -95.548561 (4324)",713
48201432500,5529,268,968,1081,730,276,2904,1227,96,1055,2792,2737,3974,921,950,2103,432500,4325,29.7246177,-95.5298924,"29.7246177, -95.5298924 (4325)",750
48201432600,1888,86,286,316,258,175,543,389,37,843,970,918,1462,108,356,998,432600,4326,29.7259349,-95.5106411,"29.7259349, -95.5106411 (4326)",314
48201432701,6721,627,1700,1447,792,100,5912,319,41,383,4384,2337,3704,2468,619,617,432701,4327.01,29.7276075,-95.494779,"29.7276075, -95.494779 (4327.01)",358
48201432702,3384,209,770,776,380,160,1793,191,50,1185,1921,1463,1931,340,331,1260,432702,4327.02,29.7288757,-95.4781685,"29.7288757, -95.4781685 (4327.02)",363
48201432801,4767,298,891,953,548,181,2428,1255,93,589,2512,2255,2618,799,439,1380,432801,4328.01,29.7178964,-95.5082117,"29.7178964, -95.5082117 (4328.01)",566
48201432802,5616,323,984,1012,570,705,3750,757,69,580,2934,2682,3487,1645,706,1136,432802,4328.02,29.7081724,-95.5155106,"29.7081724, -95.5155106 (4328.02)",567
48201432901,3484,205,567,671,407,199,2596,370,39,336,1905,1579,2062,1096,386,580,432901,4329.01,29.7163167,-95.5279431,"29.7163167, -95.5279431 (4329.01)",372
48201432902,4476,263,705,749,650,346,2473,620,57,598,2388,2088,2944,813,836,1295,432902,4329.02,29.7107157,-95.5306045,"29.7107157, -95.5306045 (4329.02)",632
48201433001,5358,353,906,1030,645,288,3270,337,105,183,2978,2380,3495,1695,1026,774,433001,4330.01,29.7157633,-95.5485575,"29.7157633, -95.5485575 (4330.01)",516
48201433002,4859,398,1094,961,553,142,3495,505,30,113,2830,2029,2393,939,603,851,433002,4330.02,29.7093048,-95.5420501,"29.7093048, -95.5420501 (4330.02)",407
48201433003,4831,258,653,814,597,508,2216,751,73,112,2416,2415,2255,1085,701,469,433003,4330.03,29.7083526,-95.5513848,"29.7083526, -95.5513848 (4330.03)",568
48201433100,3748,228,631,683,404,68,2568,967,51,69,1895,1853,1259,490,339,430,433100,4331,29.697588,-95.5546223,"29.697588, -95.5546223 (4331)",244
48201433201,5118,291,707,718,679,618,1706,1199,83,675,2559,2559,3207,882,821,1504,433201,4332.01,29.6983882,-95.5483849,"29.6983882, -95.5483849 (4332.01)",833
48201433202,4336,248,503,623,554,510,2432,297,52,639,2200,2136,2208,1007,203,998,433202,4332.02,29.6968042,-95.5412482,"29.6968042, -95.5412482 (4332.02)",621
48201433300,5196,254,485,639,707,971,2052,334,76,1713,2607,2589,3476,921,664,1891,433300,4333,29.6983415,-95.5291351,"29.6983415, -95.5291351 (4333)",1010
48201433400,4406,256,740,768,586,292,2511,982,64,469,2322,2084,2543,883,592,1068,433400,4334,29.6846053,-95.5409273,"29.6846053, -95.5409273 (4334)",629
48201433501,6161,418,1196,1321,732,94,4785,1141,29,150,3229,2932,2641,1611,506,524,433501,4335.01,29.6810232,-95.5489397,"29.6810232, -95.5489397 (4335.01)",391
48201433502,7116,466,1232,1347,919,147,5463,1082,50,141,3922,3194,3118,1558,769,791,433502,4335.02,29.6802821,-95.5557018,"29.6802821, -95.5557018 (4335.02)",621
48201433600,5281,296,902,956,686,128,2050,2603,80,226,2690,2591,2488,848,661,979,433600,4336,29.6702891,-95.5540007,"29.6702891, -95.5540007 (4336)",653
48201440100,6751,351,1018,1074,975,449,2926,2213,107,1034,3517,3234,3834,1014,643,2177,440100,4401,29.6433129,-95.5481537,"29.6433129, -95.5481537 (4401)",1217
48201450100,1756,43,96,179,291,306,168,22,32,1295,788,968,1110,14,125,971,450100,4501,29.7772428,-95.5669287,"29.7772428, -95.5669287 (4501)",352
48201450200,4872,119,171,577,860,697,306,49,80,3969,2380,2492,3208,59,253,2896,450200,4502,29.7792596,-95.5795765,"29.7792596, -95.5795765 (4502)",893
48201450300,7024,334,855,1074,904,693,1979,1349,240,2732,3233,3791,4825,259,827,3739,450300,4503,29.7775522,-95.5982738,"29.7775522, -95.5982738 (4503)",1140
48201450400,4503,211,678,768,610,424,1011,611,158,2277,2156,2347,2819,234,258,2327,450400,4504,29.7787726,-95.6114019,"29.7787726, -95.6114019 (4504)",827
48201450500,2941,62,149,240,327,733,248,58,52,2286,1423,1518,2439,38,213,2188,450500,4505,29.7786592,-95.6346705,"29.7786592, -95.6346705 (4505)",915
48201450600,4310,153,484,548,568,535,838,314,97,2763,2103,2207,2603,52,371,2180,450600,4506,29.7709259,-95.6163028,"29.7709259, -95.6163028 (4506)",962
48201450700,6461,201,216,500,1109,1070,362,20,107,5646,3193,3268,4361,27,231,4103,450700,4507,29.7667791,-95.5828997,"29.7667791, -95.5828997 (4507)",1532
48201450801,2170,87,540,384,232,229,486,411,49,1090,1071,1099,1808,142,182,1484,450801,4508.01,29.7598221,-95.5680149,"29.7598221, -95.5680149 (4508.01)",378
48201450802,5991,324,1064,1019,650,452,2002,1452,123,2060,2995,2996,3282,375,709,2198,450802,4508.02,29.752496,-95.5652202,"29.752496, -95.5652202 (4508.02)",835
48201450900,2434,79,267,399,332,395,426,184,51,1563,1195,1239,1973,95,118,1760,450900,4509,29.7420701,-95.5651151,"29.7420701, -95.5651151 (4509)",503
48201451001,4981,305,899,809,600,361,1737,1345,94,1504,2510,2471,3428,224,748,2456,451001,4510.01,29.7424131,-95.5775827,"29.7424131, -95.5775827 (4510.01)",862
48201451002,5109,304,1142,995,573,203,1491,2329,133,932,2406,2703,2781,336,451,1994,451002,4510.02,29.740848,-95.5854899,"29.740848, -95.5854899 (4510.02)",553
48201451100,3989,131,401,548,584,600,912,408,82,2312,1884,2105,3133,405,403,2325,451100,4511,29.7560155,-95.5807553,"29.7560155, -95.5807553 (4511)",1064
48201451200,2675,78,123,249,401,561,280,59,49,2169,1319,1356,2073,24,264,1785,451200,4512,29.7548337,-95.5970018,"29.7548337, -95.5970018 (4512)",781
48201451300,6881,292,781,1069,942,784,1201,1115,238,3864,3276,3605,5175,380,549,4246,451300,4513,29.7445129,-95.5976069,"29.7445129, -95.5976069 (4513)",1635
48201451401,3330,128,516,524,457,455,718,566,63,1663,1550,1780,2056,40,509,1507,451401,4514.01,29.7503672,-95.6123667,"29.7503672, -95.6123667 (4514.01)",597
48201451402,4543,245,888,824,628,233,1384,1445,130,1355,2093,2450,3010,376,646,1988,451402,4514.02,29.7420012,-95.6121462,"29.7420012, -95.6121462 (4514.02)",737
48201451403,3504,156,883,716,432,128,773,808,109,1341,1730,1774,2285,83,491,1711,451403,4514.03,29.7456666,-95.6215296,"29.7456666, -95.6215296 (4514.03)",533
48201451500,5084,154,1179,1152,643,317,911,788,121,2336,2536,2548,3600,192,557,2851,451500,4515,29.7632464,-95.6191253,"29.7632464, -95.6191253 (4515)",909
48201451601,5886,142,263,707,812,1459,687,252,134,3756,2713,3173,3983,128,277,3578,451601,4516.01,29.7643611,-95.6336161,"29.7643611, -95.6336161 (4516.01)",1280
48201451602,7317,254,979,1241,1123,555,1354,687,255,3401,3617,3700,5442,197,548,4697,451602,4516.02,29.7449472,-95.6348647,"29.7449472, -95.6348647 (4516.02)",1397
48201451700,3407,199,532,584,473,222,792,1270,87,886,1584,1823,1741,208,345,1188,451700,4517,29.7324585,-95.633194,"29.7324585, -95.633194 (4517)",608
48201451800,4748,256,559,736,695,339,1780,1239,141,989,2305,2443,3346,618,721,2007,451800,4518,29.7188585,-95.6342779,"29.7188585, -95.6342779 (4518)",955
48201451901,7411,448,1320,1277,1009,336,2413,3081,129,1136,3528,3883,4920,676,963,3281,451901,4519.01,29.7219545,-95.6091863,"29.7219545, -95.6091863 (4519.01)",1145
48201451902,2466,80,199,317,457,314,283,175,48,841,1231,1235,1939,114,107,1718,451902,4519.02,29.7225162,-95.5987045,"29.7225162, -95.5987045 (4519.02)",518
48201452000,7136,372,1565,1394,852,474,1840,2396,255,1732,3343,3793,4101,310,841,2950,452000,4520,29.7327027,-95.6073208,"29.7327027, -95.6073208 (4520)",973
48201452100,8823,368,1987,1724,972,917,1799,2595,234,3025,4223,4600,5049,193,608,4248,452100,4521,29.7272058,-95.5806152,"29.7272058, -95.5806152 (4521)",1276
48201452201,5215,271,1194,1186,670,196,1803,2002,152,855,2514,2701,3105,202,640,2263,452201,4522.01,29.7322537,-95.5646417,"29.7322537, -95.5646417 (4522.01)",674
48201452202,2963,138,789,711,337,86,848,965,79,649,1432,1531,1773,151,341,1281,452202,4522.02,29.7227148,-95.5647321,"29.7227148, -95.5647321 (4522.02)",368
48201452300,2323,131,280,328,332,197,1052,394,40,157,1138,1185,1982,729,662,591,452300,4523,29.7078193,-95.5654888,"29.7078193, -95.5654888 (4523)",451
48201452400,8192,512,960,1111,1242,583,3759,1535,104,713,4045,4147,4711,1171,1903,1637,452400,4524,29.7094115,-95.5790748,"29.7094115, -95.5790748 (4524)",1432
48201452500,7794,519,920,1179,1077,509,3189,2085,114,605,3715,4079,4149,1252,1452,1445,452500,4525,29.7090881,-95.6009357,"29.7090881, -95.6009357 (4525)",1051
48201452600,7130,493,847,1095,902,376,2226,2469,135,427,3441,3689,3429,957,940,1532,452600,4526,29.7080305,-95.6285011,"29.7080305, -95.6285011 (4526)",1032
48201452700,9901,593,1155,1524,1358,813,2684,2988,203,496,4780,5121,5495,1272,1548,2675,452700,4527,29.6955682,-95.6307057,"29.6955682, -95.6307057 (4527)",1577
48201452801,5553,355,643,862,814,387,1688,1788,124,606,2678,2875,3533,836,853,1844,452801,4528.01,29.6961359,-95.6094894,"29.6961359, -95.6094894 (4528.01)",984
48201452802,5949,401,765,943,803,294,2923,1492,86,226,2911,3038,3083,854,1088,1141,452802,4528.02,29.6971563,-95.6007323,"29.6971563, -95.6007323 (4528.02)",740
48201452900,4040,284,441,549,561,341,2195,618,53,438,2003,2037,2307,923,532,852,452900,4529,29.6969118,-95.5923358,"29.6969118, -95.5923358 (4529)",650
48201453000,7857,547,941,1010,1110,600,5272,802,92,599,3989,3868,4444,1876,1288,1280,453000,4530,29.696659,-95.580959,"29.696659, -95.580959 (4530)",1179
48201453100,3266,225,441,496,443,225,1745,753,58,213,1612,1654,1732,615,559,558,453100,4531,29.6999533,-95.5668326,"29.6999533, -95.5668326 (4531)",463
48201453200,7947,475,1190,1374,997,431,4342,2094,138,506,3953,3994,3893,1548,1375,970,453200,4532,29.6820227,-95.5644837,"29.6820227, -95.5644837 (4532)",915
48201453300,2965,201,513,516,371,87,621,1506,72,114,1437,1528,1756,411,638,707,453300,4533,29.6641983,-95.5651337,"29.6641983, -95.5651337 (4533)",346
48201453401,3125,199,398,480,419,249,1818,462,53,461,1582,1543,1711,463,479,769,453401,4534.01,29.6545106,-95.5763143,"29.6545106, -95.5763143 (4534.01)",496
48201453402,8214,508,1044,1280,1213,448,4221,1760,160,577,4173,4041,4417,1251,1479,1687,453402,4534.02,29.6657848,-95.5761387,"29.6657848, -95.5761387 (4534.02)",1183
48201453403,3133,194,444,440,406,247,1171,1271,30,131,1505,1628,1911,577,607,727,453403,4534.03,29.6697612,-95.5851314,"29.6697612, -95.5851314 (4534.03)",462
48201453501,6174,375,794,918,828,351,2418,1646,162,484,3060,3114,3857,1223,961,1673,453501,4535.01,29.6648611,-95.5890099,"29.6648611, -95.5890099 (4535.01)",1079
48201453502,3685,220,396,526,494,275,1596,1168,57,448,1766,1919,2069,440,459,1170,453502,4535.02,29.671394,-95.5990545,"29.671394, -95.5990545 (4535.02)",631
48201453601,2108,142,265,333,256,146,936,703,43,159,1003,1105,995,145,186,664,453601,4536.01,29.6800729,-95.5912718,"29.6800729, -95.5912718 (4536.01)",259
48201453602,7699,507,871,980,1118,584,3922,1846,109,583,3765,3934,4233,1404,1141,1688,453602,4536.02,29.681689,-95.5787734,"29.681689, -95.5787734 (4536.02)",1364
48201453700,8194,527,963,1212,1130,551,3305,2947,111,678,3957,4237,4735,989,1790,1956,453700,4537,29.6829746,-95.6051902,"29.6829746, -95.6051902 (4537)",1323
48201453800,3342,195,324,437,438,331,1414,912,52,550,1624,1718,2375,803,538,1034,453800,4538,29.6712054,-95.6089906,"29.6712054, -95.6089906 (4538)",664
48201453900,10151,614,1087,1494,1485,619,3397,2614,169,587,4945,5206,5788,1269,1410,3109,453900,4539,29.6833279,-95.6268267,"29.6833279, -95.6268267 (4539)",1691
48201454000,5041,306,543,653,774,382,1779,1503,129,582,2475,2566,3055,353,772,1930,454000,4540,29.6946956,-95.6510084,"29.6946956, -95.6510084 (4540)",980
48201454100,3480,212,347,488,454,238,1228,1095,69,542,1667,1813,2087,393,552,1142,454100,4541,29.7046309,-95.6531591,"29.7046309, -95.6531591 (4541)",712
48201454200,3966,237,375,514,640,251,2096,879,69,685,2021,1945,2571,1039,573,959,454200,4542,29.7051834,-95.6694725,"29.7051834, -95.6694725 (4542)",786
48201454301,10503,637,1587,1732,1422,715,3327,3995,234,1655,4900,5603,6118,984,2022,3112,454301,4543.01,29.7218129,-95.6520697,"29.7218129, -95.6520697 (4543.01)",1515
48201454302,6490,338,622,936,983,557,2570,1453,145,1405,3085,3405,4129,630,1121,2378,454302,4543.02,29.715347,-95.6704755,"29.715347, -95.6704755 (4543.02)",1321
48201454400,282,14,46,54,65,8,42,54,4,142,144,138,75,0,37,38,454400,4544,29.7454505,-95.6690868,"29.7454505, -95.6690868 (4544)",31
48201454501,8423,315,390,734,1626,654,661,186,142,5751,4178,4245,5478,0,389,5089,454501,4545.01,29.7663564,-95.6995646,"29.7663564, -95.6995646 (4545.01)",2424
48201454502,2553,95,113,312,537,138,371,128,54,1307,1256,1297,1509,65,248,1196,454502,4545.02,29.7447248,-95.7173589,"29.7447248, -95.7173589 (4545.02)",516
48201454600,4765,251,738,705,623,514,1006,328,141,2958,2299,2466,2443,69,320,2054,454600,4546,29.7803324,-95.7357077,"29.7803324, -95.7357077 (4546)",808
48201454700,6762,281,474,661,939,623,737,228,193,5231,3366,3396,4669,139,585,3945,454700,4547,29.7652693,-95.7249311,"29.7652693, -95.7249311 (4547)",2165
48201454800,7313,394,859,964,1067,738,1853,500,197,4444,3564,3749,4427,543,837,3047,454800,4548,29.7673458,-95.7415268,"29.7673458, -95.7415268 (4548)",1410
48201454900,10460,526,746,1487,2018,509,2038,698,246,5400,5140,5320,5585,277,591,4717,454900,4549,29.7502211,-95.7384318,"29.7502211, -95.7384318 (4549)",1749
48201455000,2838,159,263,270,506,155,346,155,56,1992,1390,1448,1751,141,109,1501,455000,4550,29.7533336,-95.7603032,"29.7533336, -95.7603032 (4550)",702
48201455101,7051,361,711,1025,1056,485,1856,338,152,4466,3431,3620,4254,464,1137,2653,455101,4551.01,29.7667702,-95.7596066,"29.7667702, -95.7596066 (4551.01)",1388
48201455102,3226,150,257,373,631,180,544,147,90,2276,1562,1664,1923,98,312,1513,455102,4551.02,29.7665298,-95.7713003,"29.7665298, -95.7713003 (4551.02)",679
48201455200,4472,228,373,540,675,497,1070,180,85,3033,2186,2286,2550,287,418,1845,455200,4552,29.7799807,-95.7644853,"29.7799807, -95.7644853 (4552)",980
48201455300,3290,160,560,591,419,219,886,547,90,1513,1545,1745,1207,88,319,800,455300,4553,29.7751464,-95.790629,"29.7751464, -95.790629 (4553)",363
48201510100,2142,106,434,476,358,145,969,322,27,762,1338,804,1163,461,184,518,510100,5101,29.7704274,-95.3712073,"29.7704274, -95.3712073 (5101)",362
48201510200,5432,146,2027,1204,586,317,1512,373,135,3084,2872,2560,3468,541,326,2601,510200,5102,29.7698135,-95.38652,"29.7698135, -95.38652 (5102)",623
48201510300,5284,96,664,1095,887,441,1346,123,122,3574,2710,2574,4218,315,506,3397,510300,5103,29.7841006,-95.3785339,"29.7841006, -95.3785339 (5103)",1178
48201510400,3837,71,688,809,626,301,1002,92,90,2576,1934,1903,3262,244,421,2597,510400,5104,29.784318,-95.3924239,"29.784318, -95.3924239 (5104)",766
48201510500,2849,100,421,639,430,231,1031,265,62,1415,1459,1390,2062,447,295,1320,510500,5105,29.7842247,-95.4037969,"29.7842247, -95.4037969 (5105)",509
48201510600,4763,144,1167,1352,665,235,1859,303,78,2204,2682,2081,3074,610,576,1888,510600,5106,29.7737259,-95.4111009,"29.7737259, -95.4111009 (5106)",549
48201510700,3511,79,1086,1014,458,125,720,136,91,2252,1922,1589,2295,138,234,1923,510700,5107,29.7658113,-95.4032179,"29.7658113, -95.4032179 (5107)",452
48201510800,6908,92,1096,1581,1170,624,1028,260,122,5032,3636,3272,5250,230,357,4663,510800,5108,29.7713829,-95.4386021,"29.7713829, -95.4386021 (5108)",1643
48201510900,6070,191,1521,1447,738,331,2830,188,115,2578,3266,2804,3555,872,398,2285,510900,5109,29.7854847,-95.4248396,"29.7854847, -95.4248396 (5109)",751
48201511001,2685,71,399,498,371,470,594,117,62,1836,1286,1399,2255,198,536,1521,511001,5110.01,29.7986694,-95.4435717,"29.7986694, -95.4435717 (5110.01)",506
48201511002,4261,115,709,763,624,526,1280,287,78,2475,2244,2017,3579,445,899,2235,511002,5110.02,29.794393,-95.432404,"29.794393, -95.432404 (5110.02)",865
48201511100,2676,100,518,538,369,361,912,276,48,1339,1391,1285,1946,441,363,1142,511100,5111,29.8081903,-95.427545,"29.8081903, -95.427545 (5111)",418
48201511200,4424,133,919,1091,615,305,1419,242,73,2533,2270,2154,2864,465,552,1847,511200,5112,29.8001865,-95.4150745,"29.8001865, -95.4150745 (5112)",704
48201511301,3970,117,461,819,606,433,1280,117,71,2410,1979,1991,2732,441,344,1947,511301,5113.01,29.7972613,-95.4054495,"29.7972613, -95.4054495 (5113.01)",820
48201511302,3631,53,489,746,566,402,710,79,63,2720,1797,1834,3235,502,354,2379,511302,5113.02,29.7973995,-95.3935238,"29.7973995, -95.3935238 (5113.02)",844
48201511400,3001,82,434,611,462,272,1183,31,49,1706,1528,1473,2383,547,352,1484,511400,5114,29.7957877,-95.383124,"29.7957877, -95.383124 (5114)",621
48201511500,6472,255,973,1273,1034,542,2978,157,106,3118,3345,3127,4315,982,990,2343,511500,5115,29.8085411,-95.3966088,"29.8085411, -95.3966088 (5115)",1188
48201511600,4641,266,719,774,633,348,3683,63,43,797,2480,2161,2422,939,582,901,511600,5116,29.8030113,-95.3770418,"29.8030113, -95.3770418 (5116)",690
48201520100,1597,66,220,254,184,182,856,38,19,631,806,791,1180,377,349,454,520100,5201,29.7922757,-95.4604357,"29.7922757, -95.4604357 (5201)",335
48201520200,3604,136,301,504,530,338,1191,134,40,2040,1783,1821,2362,196,392,1774,520200,5202,29.789358,-95.476561,"29.789358, -95.476561 (5202)",755
48201520300,5126,296,772,815,632,399,3339,200,66,1352,2756,2370,3262,1157,869,1236,520300,5203,29.7987086,-95.4764718,"29.7987086, -95.4764718 (5203)",866
48201520400,3079,214,421,453,393,286,2475,128,15,438,1608,1471,2040,1248,458,334,520400,5204,29.8068975,-95.4769954,"29.8068975, -95.4769954 (5204)",437
48201520500,7869,503,1127,1254,1006,487,6084,410,101,1218,4146,3723,3762,1955,1056,751,520500,5205,29.8226311,-95.4808813,"29.8226311, -95.4808813 (5205)",1094
48201520601,2484,154,418,408,322,134,1960,33,12,275,1365,1119,1579,1116,278,185,520601,5206.01,29.8167961,-95.4926763,"29.8167961, -95.4926763 (5206.01)",297
48201520602,6272,375,884,1038,817,365,5132,140,46,877,3423,2849,3388,1740,704,944,520602,5206.02,29.8068874,-95.4929332,"29.8068874, -95.4929332 (5206.02)",800
48201520700,3724,152,367,521,552,510,1492,134,55,1898,1788,1936,2991,748,793,1450,520700,5207,29.7993202,-95.4967378,"29.7993202, -95.4967378 (5207)",668
48201521000,2103,125,294,358,264,132,1407,90,21,563,1166,937,1351,705,226,420,521000,5210,29.7943621,-95.5176361,"29.7943621, -95.5176361 (5210)",241
48201521100,2177,140,376,429,312,95,1778,12,10,341,1250,927,1371,719,198,454,521100,5211,29.8017669,-95.5197006,"29.8017669, -95.5197006 (5211)",209
48201521200,6328,410,987,1112,797,371,4719,334,77,1025,3370,2958,3935,1703,841,1391,521200,5212,29.8069197,-95.5118161,"29.8069197, -95.5118161 (5212)",760
48201521300,5439,325,728,839,675,549,3576,279,58,1200,2731,2708,3164,1150,1122,892,521300,5213,29.81656,-95.5118968,"29.81656, -95.5118968 (5213)",745
48201521400,7593,532,1352,1334,924,241,6971,49,23,509,4314,3279,3845,2465,769,611,521400,5214,29.8263346,-95.5030621,"29.8263346, -95.5030621 (5214)",656
48201521500,5897,358,769,911,741,620,3893,164,68,1534,3161,2736,3617,1433,970,1214,521500,5215,29.8270518,-95.5176328,"29.8270518, -95.5176328 (5215)",840
48201521600,3632,224,396,510,494,276,2513,582,23,436,1871,1761,1939,852,699,388,521600,5216,29.8431718,-95.5325591,"29.8431718, -95.5325591 (5216)",528
48201521700,6609,463,1378,1186,808,193,4281,1311,101,789,3522,3087,3249,976,1297,976,521700,5217,29.8538289,-95.5249231,"29.8538289, -95.5249231 (5217)",699
48201521800,5778,337,782,823,846,442,2893,495,77,1099,2856,2922,3614,731,1135,1748,521800,5218,29.8526013,-95.5497025,"29.8526013, -95.5497025 (5218)",1125
48201521900,6537,367,763,804,869,957,2703,254,97,2825,3220,3317,4159,576,1008,2575,521900,5219,29.8211369,-95.5533755,"29.8211369, -95.5533755 (5219)",1227
48201522000,4434,232,591,581,481,909,2387,161,30,1696,2273,2161,2973,731,603,1639,522000,5220,29.826102,-95.5338208,"29.826102, -95.5338208 (5220)",708
48201522100,7445,418,1032,999,881,910,4197,720,86,2219,3658,3787,3969,772,1122,2075,522100,5221,29.816512,-95.5352107,"29.816512, -95.5352107 (5221)",1029
48201522201,3687,215,483,568,468,376,2413,172,33,940,1903,1784,2210,893,310,1007,522201,5222.01,29.8085325,-95.5398873,"29.8085325, -95.5398873 (5222.01)",505
48201522202,3655,214,480,530,501,273,2344,224,51,906,1939,1716,2244,688,413,1143,522202,5222.02,29.800453,-95.5378893,"29.800453, -95.5378893 (5222.02)",548
48201522301,4126,218,579,680,544,308,2568,242,67,1092,2074,2052,3469,1282,898,1289,522301,5223.01,29.7902459,-95.5268985,"29.7902459, -95.5268985 (5223.01)",630
48201522302,3909,233,785,822,468,208,2674,100,37,910,2097,1812,2370,1034,354,982,522302,5223.02,29.7894965,-95.5380653,"29.7894965, -95.5380653 (5223.02)",432
48201522401,5259,278,624,787,770,615,2731,129,106,2110,2736,2523,3134,681,551,1902,522401,5224.01,29.7985786,-95.5493255,"29.7985786, -95.5493255 (5224.01)",878
48201522402,3920,188,485,611,493,404,2333,112,59,1313,1991,1929,2253,603,587,1063,522402,5224.02,29.7986981,-95.5586023,"29.7986981, -95.5586023 (5224.02)",531
48201522500,4461,124,178,424,705,619,335,35,64,3798,2170,2291,3027,79,190,2758,522500,5225,29.7899543,-95.501186,"29.7899543, -95.501186 (5225)",1182
48201530100,6233,362,1003,1094,839,367,4555,587,49,1010,3287,2946,4223,1971,1129,1123,530100,5301,29.8118287,-95.4524673,"29.8118287, -95.4524673 (5301)",807
48201530200,3373,132,386,569,558,412,1245,97,59,1883,1768,1605,2476,548,377,1551,530200,5302,29.8161831,-95.424873,"29.8161831, -95.424873 (5302)",658
48201530300,2400,123,207,312,350,333,689,1637,33,38,1170,1230,1715,609,604,502,530300,5303,29.8175261,-95.3887898,"29.8175261, -95.3887898 (5303)",508
48201530400,2602,137,260,334,395,340,1103,1355,13,121,1381,1221,1557,756,447,354,530400,5304,29.8261231,-95.3879776,"29.8261231, -95.3879776 (5304)",515
48201530500,4763,286,570,663,605,552,2429,2069,37,206,2356,2407,2841,1116,934,791,530500,5305,29.8372599,-95.3952684,"29.8372599, -95.3952684 (5305)",766
48201530600,3612,174,444,511,537,301,1908,1103,38,545,1963,1649,1754,749,555,450,530600,5306,29.8313095,-95.4051974,"29.8313095, -95.4051974 (5306)",706
48201530700,5606,364,778,770,624,437,3607,1518,25,443,2763,2843,3031,1764,765,502,530700,5307,29.855665,-95.4056877,"29.855665, -95.4056877 (5307)",728
48201530800,3849,200,338,436,463,695,519,3016,35,271,1859,1990,2747,817,565,1365,530800,5308,29.8534447,-95.4202191,"29.8534447, -95.4202191 (5308)",895
48201530900,4187,182,354,547,611,736,1531,436,50,2139,2047,2140,3059,634,668,1757,530900,5309,29.8359653,-95.4201472,"29.8359653, -95.4201472 (5309)",792
48201531000,3629,114,331,644,575,361,1093,41,60,2377,1781,1848,3049,451,632,1966,531000,5310,29.8251751,-95.4199886,"29.8251751, -95.4199886 (5310)",809
48201531100,2854,90,306,493,467,320,954,51,46,1765,1372,1482,2254,402,450,1402,531100,5311,29.8245117,-95.4376743,"29.8245117, -95.4376743 (5311)",610
48201531200,3162,131,379,550,428,401,1141,263,41,1661,1578,1584,2208,318,553,1337,531200,5312,29.8271285,-95.4528622,"29.8271285, -95.4528622 (5312)",611
48201531300,5380,313,899,947,675,358,3240,711,68,1286,2781,2599,3293,1157,987,1149,531300,5313,29.8231943,-95.463003,"29.8231943, -95.463003 (5313)",823
48201531400,2053,73,212,288,276,412,788,39,29,1161,956,1097,1737,372,227,1138,531400,5314,29.8302031,-95.4709951,"29.8302031, -95.4709951 (5314)",422
48201531500,3020,130,329,449,478,409,1285,202,24,1443,1498,1522,2211,345,720,1146,531500,5315,29.8369083,-95.476414,"29.8369083, -95.476414 (5315)",598
48201531600,2823,106,257,454,412,409,1024,134,44,1599,1346,1477,2136,201,643,1292,531600,5316,29.838057,-95.4534791,"29.838057, -95.4534791 (5316)",580
48201531700,2829,62,275,486,388,395,532,60,46,2144,1311,1518,2203,240,724,1239,531700,5317,29.8357787,-95.435762,"29.8357787, -95.435762 (5317)",701
48201531800,2352,134,245,262,310,300,486,1775,29,61,1084,1268,1410,534,713,163,531800,5318,29.8534594,-95.4363437,"29.8534594, -95.4363437 (5318)",414
48201531900,4708,266,472,575,569,538,1042,3554,29,65,2180,2528,2802,778,788,1236,531900,5319,29.8529494,-95.4499189,"29.8529494, -95.4499189 (5319)",841
48201532001,4867,326,713,675,625,307,1468,2830,68,461,2299,2568,3035,878,1024,1133,532001,5320.01,29.8568356,-95.4699308,"29.8568356, -95.4699308 (5320.01)",773
48201532002,1008,43,89,125,147,147,322,156,22,498,514,494,829,0,223,606,532002,5320.02,29.8443098,-95.4629524,"29.8443098, -95.4629524 (5320.02)",243
48201532100,5777,333,812,936,714,505,2663,1620,63,1325,2903,2874,3591,1086,1376,1129,532100,5321,29.8447655,-95.4793216,"29.8447655, -95.4793216 (5321)",872
48201532200,2790,165,408,449,321,168,1011,1326,34,399,1314,1476,1597,405,498,694,532200,5322,29.8569939,-95.4844214,"29.8569939, -95.4844214 (5322)",410
48201532300,5520,311,1122,984,678,314,2109,1638,90,1460,2693,2827,3360,423,1212,1725,532300,5323,29.8566077,-95.5025134,"29.8566077, -95.5025134 (5323)",771
48201532400,6112,348,734,904,916,467,3529,750,78,1575,2999,3113,3328,616,964,1748,532400,5324,29.8697003,-95.5046102,"29.8697003, -95.5046102 (5324)",992
48201532501,8895,547,953,1381,1366,478,5239,701,125,1625,4466,4429,4840,1597,1213,2030,532501,5325.01,29.8876598,-95.5156503,"29.8876598, -95.5156503 (5325.01)",1422
